gvkey,lpermno,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,CURCD,ACT,AT,CHE,CSHO,DLC,DP,DVP,IB,LCT,LT,PSTKL,PSTKRV,TXDI,TXDITC,UPSTK,COSTAT,SICH,adjex_f,SIC
002285,19561,19721231,1972,INDL,C,D,STD,097023105,USD,1463.3760,2127.3960,50.9520,21.6890,249.5370,85.0110,0.0000,30.4050,724.8390,1262.5770,0.0000,0.0000,-15.6000,35.1000,,A,,30.3750,3721
002285,19561,19731231,1973,INDL,C,D,STD,097023105,USD,1056.8080,1683.0590,51.5200,21.2960,113.1260,73.5150,0.0000,51.2150,592.9880,782.9370,0.0000,0.0000,-23.5000,25.1000,,A,,30.3750,3721
002285,19561,19741231,1974,INDL,C,D,STD,097023105,USD,1114.3940,1746.3140,39.4980,21.1710,19.4270,70.6070,0.0000,72.4320,612.3080,791.3470,0.0000,0.0000,7.9000,30.0000,,A,,30.3750,3721
002285,19561,19751231,1975,INDL,C,D,STD,097023105,USD,1175.1330,1788.8960,108.5930,21.1980,21.9340,78.2340,0.0000,76.3470,597.4750,778.8030,0.0000,0.0000,5.3000,48.3000,,A,,30.3750,3721
002285,19561,19761231,1976,INDL,C,D,STD,097023105,USD,1279.9880,1918.5970,550.0200,21.2370,21.2290,79.3010,0.0000,102.8950,644.7050,833.7720,0.0000,0.0000,5.4000,71.4000,,A,,30.3750,3721
002285,19561,19771231,1977,INDL,C,D,STD,097023105,USD,1771.0000,2440.4010,1009.7000,42.6160,16.9000,81.8000,0.0000,180.3000,1029.9000,1209.1000,0.0000,0.0000,-7.3000,75.1000,,A,,15.1875,3721
002285,19561,19781231,1978,INDL,C,D,STD,097023105,USD,2776.6980,3573.2000,1848.4000,42.7050,16.0000,95.7000,0.0000,322.9000,1855.8000,2099.6000,0.0000,0.0000,360.0000,152.4000,,A,,15.1875,3721
002285,19561,19791231,1979,INDL,C,D,STD,097023105,USD,3625.1010,4897.1950,2299.9000,64.1850,13.8000,132.9000,0.0000,505.4000,2750.9010,3049.7010,0.0000,0.0000,100.2000,218.1000,,A,,10.1250,3721
002285,19561,19801231,1980,INDL,C,D,STD,097023105,USD,4100.1950,5931.2970,1615.3000,96.3630,13.9000,206.0000,0.0000,600.5000,3128.5010,3616.5010,0.0000,0.0000,61.8000,411.8000,,A,,6.7500,3721
002285,19561,19811231,1981,INDL,C,D,STD,097023105,USD,4721.8950,6953.6950,920.3000,96.4940,17.0000,291.1000,0.0000,473.0000,3250.6000,4298.5000,0.0000,0.0000,202.5000,720.9000,,A,,6.7500,3721
002285,19561,19821231,1982,INDL,C,D,STD,097023105,USD,5387.0000,7593.0000,294.0000,96.5900,158.0000,350.0000,0.0000,292.0000,3587.0000,4780.0000,0.0000,0.0000,106.0000,878.0000,,A,,6.7500,3721
002285,19561,19831231,1983,INDL,C,D,STD,097023105,USD,5162.0000,7471.0000,1095.0000,96.9610,82.0000,365.0000,0.0000,355.0000,3205.0000,4433.0000,0.0000,0.0000,120.0000,927.0000,,A,,6.7500,3721
002285,19561,19841231,1984,INDL,C,D,STD,097023105,USD,6170.0000,8485.0000,1595.0000,97.2250,15.0000,365.0000,0.0000,787.0000,4040.0000,4790.0000,0.0000,0.0000,174.0000,466.0000,,A,,6.7500,3721
002285,19561,19851231,1985,INDL,C,D,STD,097023105,USD,6766.0000,9246.0000,3209.0000,155.1890,18.0000,386.0000,0.0000,566.0000,4417.0000,4882.0000,0.0000,0.0000,219.0000,449.0000,,A,,4.5000,3721
002285,19561,19861231,1986,INDL,C,D,STD,097023105,USD,8478.0000,11068.0000,4172.0000,155.0950,14.0000,463.0000,0.0000,665.0000,5659.0000,6242.0000,0.0000,0.0000,264.0000,320.0000,,A,,4.5000,3721
002285,19561,19871231,1987,INDL,C,D,STD,097023105,USD,9313.0000,12566.0000,3435.0000,152.2730,14.0000,501.0000,0.0000,480.0000,7064.0000,7579.0000,0.0000,0.0000,-372.0000,259.0000,,A,3721,4.5000,3721
002285,19561,19881231,1988,INDL,C,D,STD,097023105,USD,8561.0000,12608.0000,3963.0000,153.2330,7.0000,567.0000,0.0000,614.0000,6705.0000,7204.0000,0.0000,0.0000,-715.0000,248.0000,,A,3721,4.5000,3721
002285,19561,19891231,1989,INDL,C,D,STD,097023105,USD,8660.0000,13278.0000,1863.0000,230.5560,5.0000,627.0000,0.0000,675.0000,6673.0000,7147.0000,0.0000,0.0000,-265.0000,199.0000,,A,3721,3.0000,3721
002285,19561,19901231,1990,INDL,C,D,STD,097023105,USD,8770.0000,14591.0000,3326.0000,343.5740,4.0000,678.0000,0.0000,1385.0000,7132.0000,7618.0000,0.0000,0.0000,-118.0000,175.0000,,A,3721,2.0000,3721
002285,19561,19911231,1991,INDL,C,D,STD,097023105,USD,8829.0000,15784.0000,3453.0000,341.2880,4.0000,826.0000,0.0000,1567.0000,6276.0000,7691.0000,0.0000,0.0000,95.0000,102.0000,,A,3721,2.0000,3721
002285,19561,19921231,1992,INDL,C,D,STD,097023105,USD,8087.0000,18147.0000,3614.0000,339.4200,21.0000,961.0000,0.0000,1554.0000,6140.0000,9916.0000,175.0000,175.0000,-26.0000,0.0000,,A,3721,2.0000,3721
002285,19561,19931231,1993,INDL,C,D,STD,097023105,USD,9175.0000,20450.0000,3108.0000,340.1380,17.0000,1025.0000,0.0000,1244.0000,6531.0000,11292.0000,175.0000,175.0000,-536.0000,0.0000,,A,3721,2.0000,3721
002285,19561,19941231,1994,INDL,C,D,STD,097023105,USD,10414.0000,21463.0000,2643.0000,340.8790,6.0000,1142.0000,0.0000,856.0000,6827.0000,11763.0000,0.0000,0.0000,36.0000,51.0000,,A,3721,2.0000,3721
002285,19561,19951231,1995,INDL,C,D,STD,097023105,USD,13178.0000,22098.0000,3730.0000,343.9530,271.0000,1033.0000,0.0000,393.0000,7415.0000,12200.0000,0.0000,0.0000,-71.0000,0.0000,,A,3721,2.0000,3721
002285,19561,19961231,1996,INDL,C,D,STD,097023105,USD,15080.0000,27254.0000,5258.0000,347.3630,13.0000,991.0000,0.0000,1095.0000,8642.0000,16313.0000,0.0000,0.0000,-56.0000,0.0000,,A,3721,2.0000,3721
002285,19561,19971231,1997,INDL,C,D,STD,097023105,USD,19263.0000,38024.0000,5149.0000,973.4800,731.0000,1458.0000,0.0000,-178.0000,14152.0000,25071.0000,0.0000,0.0000,-275.0000,0.0000,,A,3721,1.0000,3721
002285,19561,19981231,1998,INDL,C,D,STD,097023105,USD,16375.0000,36672.0000,2462.0000,937.8570,869.0000,1622.0000,0.0000,1120.0000,13422.0000,24356.0000,0.0000,0.0000,-126.0000,0.0000,,A,3721,1.0000,3721
002285,19561,19991231,1999,INDL,C,D,STD,097023105,USD,15712.0000,36147.0000,3454.0000,870.8170,752.0000,1645.0000,0.0000,2309.0000,13656.0000,24685.0000,0.0000,0.0000,611.0000,172.0000,,A,3721,1.0000,3721
002285,19561,20001231,2000,INDL,C,D,STD,097023105,USD,15864.0000,42028.0000,1010.0000,836.3290,1232.0000,1479.0000,0.0000,2128.0000,18289.0000,31008.0000,0.0000,0.0000,-892.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20011231,2001,INDL,C,D,STD,097023105,USD,16206.0000,48343.0000,633.0000,797.8890,1399.0000,1750.0000,0.0000,2826.0000,20486.0000,37518.0000,0.0000,0.0000,204.0000,177.0000,,A,3721,1.0000,3721
002285,19561,20021231,2002,INDL,C,D,STD,097023105,USD,16855.0000,52342.0000,2333.0000,799.6610,1814.0000,1344.0000,0.0000,2319.0000,19810.0000,44646.0000,0.0000,0.0000,683.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20031231,2003,INDL,C,D,STD,097023105,USD,17258.0000,53035.0000,4633.0000,800.2830,1144.0000,1450.0000,0.0000,718.0000,18448.0000,44896.0000,0.0000,0.0000,1563.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20041231,2004,INDL,C,D,STD,097023105,USD,15100.0000,53963.0000,3523.0000,793.2020,1321.0000,1125.0000,0.0000,1820.0000,20835.0000,42677.0000,0.0000,0.0000,633.0000,1090.0000,,A,3721,1.0000,3721
002285,19561,20051231,2005,INDL,C,D,STD,097023105,USD,21968.0000,60058.0000,5966.0000,760.5770,1189.0000,1092.0000,0.0000,2562.0000,28188.0000,48999.0000,0.0000,0.0000,561.0000,2067.0000,,A,3721,1.0000,3721
002285,19561,20061231,2006,INDL,C,D,STD,097023105,USD,22983.0000,51794.0000,6386.0000,757.8360,1381.0000,1158.0000,0.0000,2206.0000,29701.0000,47055.0000,0.0000,0.0000,818.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20071231,2007,INDL,C,D,STD,097023105,USD,27280.0000,58986.0000,9308.0000,736.6810,762.0000,1130.0000,0.0000,4058.0000,31538.0000,49982.0000,0.0000,0.0000,497.0000,1190.0000,,A,3721,1.0000,3721
002285,19561,20081231,2008,INDL,C,D,STD,097023105,USD,25964.0000,53779.0000,3279.0000,698.1380,560.0000,1179.0000,0.0000,2654.0000,30925.0000,55073.0000,0.0000,0.0000,1248.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20091231,2009,INDL,C,D,STD,097023105,USD,35275.0000,62053.0000,11223.0000,726.2910,707.0000,1273.0000,0.0000,1335.0000,32883.0000,59828.0000,0.0000,0.0000,314.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20101231,2010,INDL,C,D,STD,097023105,USD,40572.0000,68565.0000,10517.0000,735.2590,948.0000,1313.0000,0.0000,3311.0000,35395.0000,65703.0000,0.0000,0.0000,1240.0000,0.0000,,A,3721,1.0000,3721
002285,19561,20111231,2011,INDL,C,D,STD,097023105,USD,49810.0000,79986.0000,11272.0000,744.7050,2353.0000,1322.0000,0.0000,4011.0000,41274.0000,76378.0000,0.0000,0.0000,1916.0000,0.0000,,A,3721,1.0000,3721
004503,11850,19611231,1961,INDL,C,D,STD,30231G102,USD,3490.4000,10494.4140,1428.6000,215.4050,294.6000,545.7000,0.0000,758.0800,1695.2000,3104.0160,0.0000,0.0000,0.0000,0.0000,,A,,32.0000,2911
004503,11850,19621231,1962,INDL,C,D,STD,30231G102,USD,3765.1000,11487.6950,1392.3000,215.5230,469.1000,586.4700,0.0000,840.9000,1999.4000,3552.3770,0.0000,0.0000,0.0000,274.1610,,A,,32.0000,2911
004503,11850,19631231,1963,INDL,C,D,STD,30231G102,USD,4065.6000,11996.6990,1480.6000,215.2940,566.6000,583.7600,0.0000,1019.4700,2204.1000,3018.6000,0.0000,0.0000,,0.0000,,A,,32.0000,2911
004503,11850,19641231,1964,INDL,C,D,STD,30231G102,USD,4027.8000,12489.5980,1326.3000,215.7030,576.5000,612.5400,0.0000,1050.5600,2270.5000,3710.3910,0.0000,0.0000,,0.0000,,A,,32.0000,2911
004503,11850,19651231,1965,INDL,C,D,STD,30231G102,USD,4275.0000,13073.3980,1345.9000,215.4260,544.7000,654.3900,0.0000,1035.6750,2444.6000,3951.6560,0.0000,0.0000,,0.0000,,A,,32.0000,2911
004503,11850,19661231,1966,INDL,C,D,STD,30231G102,USD,4541.5000,13852.7970,1225.3000,215.4440,693.9000,699.7900,0.0000,1090.9400,2762.5000,4477.1880,0.0000,0.0000,,0.0000,,A,,32.0000,2911
004503,11850,19671231,1967,INDL,C,D,STD,30231G102,USD,5033.4800,15197.4380,1372.3000,215.1930,960.6000,760.8310,0.0000,1192.2830,3165.9360,5336.8390,0.0000,0.0000,51.3100,0.0000,,A,,32.0000,2911
004503,11850,19681231,1968,INDL,C,D,STD,30231G102,USD,5524.0980,16786.3980,1366.9000,215.0740,975.6000,849.1600,0.0000,1276.6810,3432.7000,6498.0520,0.0000,0.0000,81.3800,431.7550,,A,,32.0000,2911
004503,11850,19691231,1969,INDL,C,D,STD,30231G102,USD,5634.0000,17538.0000,1276.2000,215.0610,1093.7020,856.8400,0.0000,1242.6390,3789.2730,6990.4050,0.0000,0.0000,43.9800,485.4290,,A,,32.0000,2911
004503,11850,19701231,1970,INDL,C,D,STD,30231G102,USD,6527.7460,19241.7970,1539.3530,223.7290,1349.9340,1158.7710,0.0000,1309.5370,4240.0550,7819.7530,0.0000,0.0000,56.9050,552.5480,,A,,32.0000,2911
004503,11850,19711231,1971,INDL,C,D,STD,30231G102,USD,6790.5040,20315.1990,1619.3390,224.2270,1186.2840,1279.3400,0.0000,1516.5620,4329.7380,8228.1050,0.0000,0.0000,55.6050,593.9380,,A,,32.0000,2911
004503,11850,19721231,1972,INDL,C,D,STD,30231G102,USD,7098.5780,21558.2970,1692.8220,224.2650,1161.1420,1059.7270,0.0000,1531.7700,4707.1050,8752.3690,0.0000,0.0000,128.7360,750.2000,,A,,32.0000,2911
004503,11850,19731231,1973,INDL,C,D,STD,30231G102,USD,9793.5120,25079.5000,3088.1810,223.8670,1126.6670,1136.2830,0.0000,2443.2860,6307.8870,10770.6600,0.0000,0.0000,187.9840,1076.3690,,A,,32.0000,2911
004503,11850,19741231,1974,INDL,C,D,STD,30231G102,USD,14852.7970,31332.3980,4758.3480,223.6450,1729.1200,1264.5670,0.0000,3142.1920,9531.9730,14923.8210,0.0000,0.0000,87.0000,1528.6500,,A,,32.0000,2911
004503,11850,19751231,1975,INDL,C,D,STD,30231G102,USD,14004.8010,32839.4060,4649.3750,223.7200,1598.0990,1524.0000,0.0000,2503.0000,9345.0160,15104.7220,0.0000,0.0000,479.0000,1621.3690,,A,,32.0000,2911
004503,11850,19761231,1976,INDL,C,D,STD,30231G102,USD,15051.9020,36331.3090,5073.8360,448.0880,1859.8440,1448.3690,0.0000,2640.9630,10521.4020,17086.4260,0.0000,0.0000,407.0000,2149.9290,,A,,16.0000,2911
004503,11850,19771231,1977,INDL,C,D,STD,30231G102,USD,15331.8010,38453.3090,4683.8400,447.4000,1385.1750,1558.3260,0.0000,2422.9630,10713.3010,18115.1890,0.0000,0.0000,415.0000,2655.6060,,A,,16.0000,2911
004503,11850,19781231,1978,INDL,C,D,STD,30231G102,USD,16368.8050,41530.8130,4755.9470,443.6140,1400.7350,1677.8820,0.0000,2763.0000,12040.7030,20421.7770,0.0000,0.0000,391.0000,3436.8480,,A,,16.0000,2911
004503,11850,19791231,1979,INDL,C,D,STD,30231G102,USD,20478.2970,49490.0000,4507.6070,438.8180,1867.9240,2069.2110,0.0000,4295.2340,15883.3980,26045.2900,0.0000,0.0000,224.0000,4385.0740,,A,,16.0000,2911
004503,11850,19801231,1980,INDL,C,D,STD,30231G102,USD,23458.5000,56576.5980,4926.0580,432.0810,1537.3840,2351.6500,0.0000,5650.0820,16884.1990,29850.1560,0.0000,0.0000,1176.0000,6218.0080,,A,,16.0000,2911
004503,11850,19811231,1981,INDL,C,D,STD,30231G102,USD,23848.3980,62931.0980,3883.5210,868.3680,3032.3420,2922.9770,0.0000,5567.4730,17743.5980,33041.5130,0.0000,0.0000,1145.0000,7958.9490,,A,,8.0000,2911
004503,11850,19821231,1982,INDL,C,D,STD,30231G102,USD,19792.5980,62288.5980,3448.7400,866.0060,2747.6850,3186.1420,0.0000,4185.9220,16464.5980,32662.2690,0.0000,0.0000,1546.0000,8676.1600,,A,,8.0000,2911
004503,11850,19831231,1983,INDL,C,D,STD,30231G102,USD,18595.5000,62963.0000,4096.1230,846.0970,867.2850,3568.8350,0.0000,4977.9490,15038.6990,32307.2450,0.0000,0.0000,942.0000,9012.5860,,A,,8.0000,2911
004503,11850,19841231,1984,INDL,C,D,STD,30231G102,USD,17239.0000,63278.0000,3290.0000,783.0510,1277.0000,3846.0000,0.0000,5528.0000,15265.0000,33165.0000,0.0000,0.0000,728.0000,8948.0000,,A,,8.0000,2911
004503,11850,19851231,1985,INDL,C,D,STD,30231G102,USD,17355.0000,69160.0000,2474.0000,730.5790,3089.0000,4011.0000,0.0000,4870.0000,19089.0000,38682.0000,0.0000,0.0000,1131.0000,11042.0000,,A,,8.0000,2911
004503,11850,19861231,1986,INDL,C,D,STD,30231G102,USD,16320.0000,69484.0000,3816.0000,717.6720,3584.0000,4270.0000,0.0000,5360.0000,15220.0000,35929.0000,0.0000,0.0000,1103.0000,10828.0000,,A,,8.0000,2911
004503,11850,19871231,1987,INDL,C,D,STD,30231G102,USD,15391.0000,74042.0000,2531.0000,1379.4420,2864.0000,4418.0000,0.0000,4840.0000,15296.0000,38642.0000,0.0000,0.0000,240.0000,11863.0000,,A,2911,4.0000,2911
004503,11850,19881231,1988,INDL,C,D,STD,30231G102,USD,14846.0000,74293.0000,2409.0000,1288.7150,4949.0000,4794.0000,0.0000,5260.0000,17479.0000,40248.0000,0.0000,0.0000,164.0000,11849.0000,,A,2911,4.0000,2911
004503,11850,19891231,1989,INDL,C,D,STD,30231G102,USD,16576.0000,83219.0000,2016.0000,1250.2850,6757.0000,4968.0000,34.0000,2975.0000,21984.0000,50112.0000,1006.0000,1006.0000,-157.0000,12353.0000,,A,2911,4.0000,2911
004503,11850,19901231,1990,INDL,C,D,STD,30231G102,USD,18336.0000,87707.0000,1379.0000,1245.3920,6090.0000,5493.0000,75.0000,5010.0000,24025.0000,51702.0000,955.0000,955.0000,-59.0000,12568.0000,,A,2911,4.0000,2911
004503,11850,19911231,1991,INDL,C,D,STD,30231G102,USD,17012.0000,87560.0000,1587.0000,1241.9780,4460.0000,4935.0000,69.0000,5600.0000,20854.0000,49666.0000,867.0000,867.0000,-140.0000,12449.0000,,A,2911,4.0000,2911
004503,11850,19921231,1992,INDL,C,D,STD,30231G102,USD,16424.0000,85030.0000,1515.0000,1242.0000,4787.0000,5071.0000,61.0000,4810.0000,19663.0000,48279.0000,770.0000,770.0000,-422.0000,11135.0000,,A,2911,4.0000,2911
004503,11850,19931231,1993,INDL,C,D,STD,30231G102,USD,14859.0000,84145.0000,1652.0000,1242.0000,4109.0000,4759.0000,54.0000,5280.0000,18590.0000,46958.0000,668.0000,668.0000,123.0000,10939.0000,,A,2911,4.0000,2911
004503,11850,19941231,1994,INDL,C,D,STD,30231G102,USD,16460.0000,87862.0000,1775.0000,1242.0000,3858.0000,5015.0000,46.0000,5100.0000,19493.0000,48279.0000,554.0000,554.0000,246.0000,11435.0000,,A,2911,4.0000,2911
004503,11850,19951231,1995,INDL,C,D,STD,30231G102,USD,17318.0000,91296.0000,1789.0000,1242.0000,2247.0000,5386.0000,38.0000,6470.0000,18736.0000,48690.0000,454.0000,454.0000,988.0000,12431.0000,,A,2911,4.0000,2911
004503,11850,19961231,1996,INDL,C,D,STD,30231G102,USD,19910.0000,95527.0000,2969.0000,1242.0000,2510.0000,5329.0000,27.0000,7510.0000,19505.0000,50071.0000,303.0000,303.0000,478.0000,13475.0000,,A,2911,4.0000,2911
004503,11850,19971231,1997,INDL,C,D,STD,30231G102,USD,21192.0000,96064.0000,4062.0000,2457.0000,2902.0000,5474.0000,17.0000,8460.0000,19654.0000,50033.0000,190.0000,190.0000,592.0000,13452.0000,,A,2911,2.0000,2911
004503,11850,19981231,1998,INDL,C,D,STD,30231G102,USD,17593.0000,92630.0000,1461.0000,2428.0000,4248.0000,5340.0000,10.0000,6440.0000,19412.0000,47073.0000,105.0000,105.0000,402.0000,13142.0000,,A,2911,2.0000,2911
004503,11850,19991231,1999,INDL,C,D,STD,30231G102,USD,31141.0000,144521.0000,1761.0000,3477.0000,10570.0000,8304.0000,36.0000,7910.0000,38733.0000,77367.0000,0.0000,0.0000,-1275.0000,16251.0000,,A,2911,2.0000,2911
004503,11850,20001231,2000,INDL,C,D,STD,30231G102,USD,40399.0000,149000.0000,7081.0000,3465.0000,6161.0000,8130.0000,0.0000,15990.0000,38191.0000,75013.0000,0.0000,0.0000,111.0000,16442.0000,,A,2911,2.0000,2911
004503,11850,20011231,2001,INDL,C,D,STD,30231G102,USD,35681.0000,143174.0000,6547.0000,6809.0000,3703.0000,7944.0000,0.0000,15105.0000,30114.0000,67188.0000,0.0000,0.0000,881.0000,16359.0000,,A,2911,1.0000,2911
004503,11850,20021231,2002,INDL,C,D,STD,30231G102,USD,38291.0000,152644.0000,7229.0000,6700.0000,4093.0000,8310.0000,0.0000,11011.0000,33175.0000,75279.0000,0.0000,0.0000,347.0000,16484.0000,,A,2911,1.0000,2911
004503,11850,20031231,2003,INDL,C,D,STD,30231G102,USD,45960.0000,174278.0000,10626.0000,6568.0000,4789.0000,9047.0000,0.0000,20960.0000,38386.0000,80981.0000,0.0000,0.0000,1641.0000,20118.0000,,A,2911,1.0000,2911
004503,11850,20041231,2004,INDL,C,D,STD,30231G102,USD,60377.0000,195256.0000,23135.0000,6401.0000,3280.0000,9767.0000,0.0000,25330.0000,42981.0000,89548.0000,0.0000,0.0000,-991.0000,21092.0000,,A,2911,1.0000,2911
004503,11850,20051231,2005,INDL,C,D,STD,30231G102,USD,73342.0000,208335.0000,33275.0000,6133.0000,1771.0000,10253.0000,0.0000,36130.0000,46307.0000,93622.0000,0.0000,0.0000,-222.0000,20878.0000,,A,2911,1.0000,2911
004503,11850,20061231,2006,INDL,C,D,STD,30231G102,USD,75777.0000,219015.0000,32848.0000,5729.0000,1702.0000,11416.0000,0.0000,39500.0000,48817.0000,101367.0000,0.0000,0.0000,1359.0000,20851.0000,,A,2911,1.0000,2911
004503,11850,20071231,2007,INDL,C,D,STD,30231G102,USD,85963.0000,242082.0000,34500.0000,5382.0000,2383.0000,12250.0000,0.0000,40610.0000,58312.0000,116038.0000,0.0000,0.0000,-24.0000,22899.0000,,A,2911,1.0000,2911
004503,11850,20081231,2008,INDL,C,D,STD,30231G102,USD,72266.0000,228052.0000,32007.0000,4976.0000,2400.0000,12379.0000,0.0000,45220.0000,49100.0000,110529.0000,0.0000,0.0000,1457.0000,19726.0000,,A,2911,1.0000,2911
004503,11850,20091231,2009,INDL,C,D,STD,30231G102,USD,55235.0000,233323.0000,10862.0000,4727.0000,2476.0000,11917.0000,0.0000,19280.0000,52061.0000,117931.0000,0.0000,0.0000,-15.0000,23148.0000,,A,2911,1.0000,2911
004503,11850,20101231,2010,INDL,C,D,STD,30231G102,USD,58984.0000,302510.0000,8455.0000,4979.0000,2787.0000,14760.0000,0.0000,30460.0000,62633.0000,149831.0000,0.0000,0.0000,-1142.0000,35150.0000,,A,2911,1.0000,2911
004503,11850,20111231,2011,INDL,C,D,STD,30231G102,USD,72963.0000,331052.0000,13068.0000,4734.0000,7711.0000,15583.0000,0.0000,41060.0000,77505.0000,170308.0000,0.0000,0.0000,160.0000,36618.0000,,A,2911,1.0000,2911
004839,25785,19611231,1961,INDL,C,D,STD,345370860,USD,2490.4690,5120.0000,881.2080,55.0180,210.3360,210.5400,0.0000,409.5800,1542.6130,1914.4460,0.0000,0.0000,-20.4000,0.0000,,A,,39.3300,3711
004839,25785,19621231,1962,INDL,C,D,STD,345370860,USD,2669.1250,5416.4730,957.0400,110.3120,105.3900,228.3100,0.0000,480.7000,1561.6750,1919.7760,0.0000,0.0000,,4.8310,,A,,19.6650,3711
004839,25785,19631231,1963,INDL,C,D,STD,345370860,USD,2990.5190,5948.7810,1075.3280,110.6140,103.2670,232.9100,0.0000,488.5500,1792.3210,2150.8590,0.0000,0.0000,,12.3250,,A,,19.6650,3711
004839,25785,19641231,1964,INDL,C,D,STD,345370860,USD,3156.1000,6459.2970,894.4000,110.8900,189.6000,242.4800,0.0000,505.6400,1982.3000,2369.2350,0.0000,0.0000,,21.9610,,A,,19.6650,3711
004839,25785,19651231,1965,INDL,C,D,STD,345370860,USD,3733.5000,7596.7970,1138.4000,111.1740,315.0000,267.4900,0.0000,703.0500,2526.0000,3022.2460,0.0000,0.0000,,37.4410,,A,,19.6650,3711
004839,25785,19661231,1966,INDL,C,D,STD,345370860,USD,3913.3000,8090.3980,701.1000,109.8090,452.4000,307.8600,0.0000,621.0300,2475.0000,3227.0890,0.0000,0.0000,,73.9910,,A,,19.6650,3711
004839,25785,19671231,1967,INDL,C,D,STD,345370860,USD,3336.3000,7966.7970,233.5000,109.4920,455.4000,344.7000,0.0000,84.1000,2467.9000,3271.8950,0.0000,0.0000,-30.4000,109.2000,,A,,19.6650,3711
004839,25785,19681231,1968,INDL,C,D,STD,345370860,USD,4128.2970,8953.1990,1032.6000,109.3270,357.4000,366.1000,0.0000,626.6000,2994.0000,3899.8990,0.0000,0.0000,9.4000,111.1000,,A,,19.6650,3711
004839,25785,19691231,1969,INDL,C,D,STD,345370860,USD,4087.1000,9199.2970,697.1000,108.2620,454.1000,803.7000,0.0000,546.5000,2979.4000,3872.5000,0.0000,0.0000,32.6000,169.9000,,A,,19.6650,3711
004839,25785,19701231,1970,INDL,C,D,STD,345370860,USD,4358.0000,9904.0980,828.5000,107.9070,577.2000,823.5000,0.0000,515.7000,3275.0000,4335.1000,0.0000,0.0000,-24.7000,216.0000,,A,,19.6650,3711
004839,25785,19711231,1971,INDL,C,D,STD,345370860,USD,4767.2970,10509.7970,1084.6000,103.4180,536.8000,823.6000,0.0000,656.7000,3420.9000,4861.2000,0.0000,0.0000,79.3000,229.1000,,A,,19.6650,3711
004839,25785,19721231,1972,INDL,C,D,STD,345370860,USD,5544.5000,11634.0000,1469.2000,100.6900,393.5000,913.3000,0.0000,870.0000,3860.0000,5566.0000,0.0000,0.0000,21.9000,270.6000,,A,,19.6650,3711
004839,25785,19731231,1973,INDL,C,D,STD,345370860,USD,6189.5000,12954.0000,1082.2000,98.7850,833.0000,948.2000,0.0000,906.5000,4529.0000,6423.8000,0.0000,0.0000,177.3000,383.8000,,A,,19.6650,3711
004839,25785,19741231,1974,INDL,C,D,STD,345370860,USD,6841.1990,14173.5980,605.9000,93.1860,1280.8000,923.5000,0.0000,360.9000,5340.8980,7792.7980,0.0000,0.0000,128.4000,504.1000,,A,,19.6650,3711
004839,25785,19751231,1975,INDL,C,D,STD,345370860,USD,6655.1020,14020.2030,950.2000,93.9200,812.5000,1019.1000,0.0000,227.5000,4989.5000,7524.0000,0.0000,0.0000,101.7000,476.8000,,A,,19.6650,3711
004839,25785,19761231,1976,INDL,C,D,STD,345370860,USD,8242.5000,15768.1020,1664.1000,94.1700,619.8000,1020.7000,0.0000,983.1000,5996.8010,8500.9010,0.0000,0.0000,198.4000,508.1000,,A,,19.6650,3711
004839,25785,19771231,1977,INDL,C,D,STD,345370860,USD,10872.4020,19241.3050,3371.5010,118.4300,681.1000,1116.4000,0.0000,1672.8000,7883.8010,10636.5010,0.0000,0.0000,157.7000,542.2000,,A,,15.7320,3711
004839,25785,19781231,1978,INDL,C,D,STD,345370860,USD,12370.6020,22101.4060,3799.0000,119.5360,865.6000,1313.7000,0.0000,1588.9000,9278.0000,12263.4000,0.0000,0.0000,55.3000,763.3000,,A,,15.7320,3711
004839,25785,19791231,1979,INDL,C,D,STD,345370860,USD,11571.3010,23524.6050,2192.6000,120.5280,1190.4000,1604.4000,0.0000,1169.3000,9263.0000,12958.6000,0.0000,0.0000,-139.6000,1046.2000,,A,,15.7320,3711
004839,25785,19801231,1980,INDL,C,D,STD,345370860,USD,11559.0000,24347.6050,2587.2000,120.5750,2405.6000,1969.3010,0.0000,-1543.3000,11072.0000,15644.2000,0.0000,0.0000,27.4000,1069.0000,,A,,15.7320,3711
004839,25785,19811231,1981,INDL,C,D,STD,345370860,USD,10176.8010,23021.3050,2100.0000,120.5760,2177.7000,2179.4000,0.0000,-1060.1000,9940.2810,15510.9820,0.0000,0.0000,-102.2000,1004.8000,,A,,15.7320,3711
004839,25785,19821231,1982,INDL,C,D,STD,345370860,USD,8798.8950,21961.5980,1555.4000,120.5880,2265.0010,2156.4010,0.0000,-657.8000,10424.0000,15754.1010,0.0000,0.0000,81.2000,1054.1000,,A,,15.7320,3711
004839,25785,19831231,1983,INDL,C,D,STD,345370860,USD,10819.0000,23868.7970,3152.1010,183.0000,942.0000,2292.1010,0.0000,1866.9000,10315.7970,16186.2980,0.0000,0.0000,-0.4000,1103.2000,,A,,10.4880,3711
